username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
KenBurgin;2009-08-29 23:59;0;0;"Vote on best citizen-made video promoting H1N1 ( swine flu ) prevention - smart govt education http://su.pr/3vkf6v";;;;"3634902618";https://twitter.com/KenBurgin/status/3634902618
mottv;2009-08-29 23:59;0;0;"alteralias [30 Aug 00h] swine flu : 1";;;;"3634901834";https://twitter.com/mottv/status/3634901834
healthinfo101;2009-08-29 23:58;0;0;"Greeley school, health officials offer swine flu prevention tips: By Sara Quale Recognizing that the H1N1 virus .. http://bit.ly/kIdvK";;;;"3634899623";https://twitter.com/healthinfo101/status/3634899623
flu360;2009-08-29 23:57;0;0;"CU Says It Has 49 Suspected Swine Flu ...|The information you provide will be used only to send the requested .. http://oohja.com/xcnh";;;;"3634885001";https://twitter.com/flu360/status/3634885001
NowOnZazzle;2009-08-29 23:57;0;0;"I didn't catch H1N1. H1N1 caught me.: hooded Sweatshirt indicates the swine flu survived you. http://bit.ly/9ptcV";;;;"3634882628";https://twitter.com/NowOnZazzle/status/3634882628
SwineFluNewsAU;2009-08-29 23:57;0;0;"Schools to stay open among H1N1 resurgence http://tinyurl.com/lky69z #swineflu #h1n1";;;#swineflu #h1n1;"3634871605";https://twitter.com/SwineFluNewsAU/status/3634871605
VOLOTech386;2009-08-29 23:56;0;0;"http://ow.ly/ni78 Have you heard this? News about Severe form of Swine Flu ?";;;;"3634867141";https://twitter.com/VOLOTech386/status/3634867141
bigdiler;2009-08-29 23:56;0;0;"When swine flu first struck Britain the Government responded with helplines, distribution points for anti-viral drugs and a promise of a ..";;;;"3634854802";https://twitter.com/bigdiler/status/3634854802
MarianneSpeaks;2009-08-29 23:55;0;0;"Good news: I don't have swine flu . Bad news: Spent the day at Urgent Care to prove it - and I still feel like crap.";;;;"3634849500";https://twitter.com/MarianneSpeaks/status/3634849500
swineflu2;2009-08-29 23:55;0;0;"#swineflu CU Says It Has 49 Suspected Swine Flu ... - cbs4denver.com: Washington PostCU Says It Has 49 S.. http://bit.ly/RswdM";;;#swineflu;"3634841588";https://twitter.com/swineflu2/status/3634841588
alexHroz;2009-08-29 23:54;0;0;"Swine flu "Vaccinations" found to be the Real Weapon of Mass Destruction. http://bit.ly/PZs0x -Don't let anyone jab you with vaccine. RT";;;;"3634827581";https://twitter.com/alexHroz/status/3634827581
Melb_life;2009-08-29 23:54;0;0;"Has 24 hours to contract swine flu ... Can anyone help?";;;;"3634821967";https://twitter.com/Melb_life/status/3634821967
PulmaoSA;2009-08-29 23:53;0;0;"Brasil/H1N1: PULMAO S.A. warns about maintenance of preventive measures against swine flu . http://bit.ly/fqVOU";;;;"3634821156";https://twitter.com/PulmaoSA/status/3634821156
swinefluh1n1;2009-08-29 23:53;0;0;""Edwards Town Hall: Cheers, Jeers, And Tough Questions" http://tinyurl.com/ko5y4l #swineflu #H1N1";;;#swineflu #H1N1;"3634814492";https://twitter.com/swinefluh1n1/status/3634814492
SwineFluNewsORG;2009-08-29 23:53;0;0;"Swine flu experts regulating Facebook, Twitter to forestall spread http://tinyurl.com/l7vds7 #swineflu #h1n1";;;#swineflu #h1n1;"3634812282";https://twitter.com/SwineFluNewsORG/status/3634812282
SwineFluNewsNZ;2009-08-29 23:52;0;0;"Swine Flu 's Activity Has Peaked in Most of Southern Hemisphere, WHO Says http://tinyurl.com/mkbor3 #swineflu #h1n1";;;#swineflu #h1n1;"3634802583";https://twitter.com/SwineFluNewsNZ/status/3634802583
AshleyCP_;2009-08-29 23:52;0;0;"Out of the 20 cases of swine flu , that have been confirmed at UA, I just happen to live above one of the twenty.";;;;"3634799600";https://twitter.com/AshleyCP_/status/3634799600
notashamed87;2009-08-29 23:52;0;0;"Did you know that not even 500 people in US died from swine flu but over 36,000 die every year from regular flu? Only 90,000 are predict ...";;;;"3634797158";https://twitter.com/notashamed87/status/3634797158
swineflumania;2009-08-29 23:52;0;0;"PIG FLU! #swineflu CU Says It Has 49 Suspected Swine Flu ... - cbs4denver.com: Washington PostC.. http://bit.ly/RswdM";;;#swineflu;"3634796674";https://twitter.com/swineflumania/status/3634796674
kristikennedy;2009-08-29 23:52;0;0;"Warning: Swine Flu Shot Linked to Killer Nerve Disease http://bit.ly/6f8Vy via @addthis";;@addthis;;"3634792084";https://twitter.com/kristikennedy/status/3634792084
lovespirit1111;2009-08-29 23:51;0;0;"RT @immuneprotect : Common Man News: Health-care workers steer clear of swine flu vaccine http://bit.ly/rEPsO";;@immuneprotect;;"3634777222";https://twitter.com/lovespirit1111/status/3634777222
swinefluh1n1;2009-08-29 23:50;0;0;""CU Says It Has 49 Suspected Swine Flu Cases" http://tinyurl.com/nepwhs #swineflu #H1N1";;;#swineflu #H1N1;"3634764534";https://twitter.com/swinefluh1n1/status/3634764534
notashamed87;2009-08-29 23:50;0;0;"And did you know swine flu vaccination killed people? And it's made with bad stuff, including mercury.";;;;"3634761106";https://twitter.com/notashamed87/status/3634761106
VOLOTech386;2009-08-29 23:49;0;0;"RT @GoodNewsCA : H1N1 Swine Flu Scenarios: Best Case, Worst Case Predictions http://short.to/mp50";;@GoodNewsCA;;"3634751725";https://twitter.com/VOLOTech386/status/3634751725
SwineFluNewsHK;2009-08-29 23:49;0;0;"Officials advise H1N1 swell in Hong Kong soon http://tinyurl.com/lhj35a #swineflu #h1n1";;;#swineflu #h1n1;"3634749871";https://twitter.com/SwineFluNewsHK/status/3634749871
JR3mZ;2009-08-29 23:49;0;0;"walking back 2 da crib..BBQ 4 CESSBILLIONZ...GRILLED PORK CHOPS...FZCK DA sWinE FLu";;;;"3634743020";https://twitter.com/JR3mZ/status/3634743020
londonnewsnow;2009-08-29 23:48;0;0;"Obesity linked to swine flu deaths: Study of pandemic reveals that weight problems and pregnancy are significant.. http://bit.ly/2B6rMi";;;;"3634737104";https://twitter.com/londonnewsnow/status/3634737104
notashamed87;2009-08-29 23:48;0;0;"Anyone else further aware that if you REFUSE swine flu vaccination it would be criminal offense and police would be permitted to use "de ...";;;;"3634729211";https://twitter.com/notashamed87/status/3634729211
bassmanbrian;2009-08-29 23:47;0;0;"mandatory swine flu vaccinations in Massachussetts, see http://bit.ly/JHPgh big brother government again #tcot";;;#tcot;"3634725166";https://twitter.com/bassmanbrian/status/3634725166
means2gain;2009-08-29 23:47;0;0;"Raw Story » WHO: Swine flu spreading at 'unbelievable' rate: Britain and France received their first bat.. http://bit.ly/1txK3";;;;"3634713941";https://twitter.com/means2gain/status/3634713941
growtaller4u;2009-08-29 23:47;0;0;"Greeley school, health officials offer swine flu prevention tips: By Sara Quale Recognizing that the H1N1 virus .. http://bit.ly/kIdvK";;;;"3634711465";https://twitter.com/growtaller4u/status/3634711465
kjscude;2009-08-29 23:46;0;0;"AP: Swine Flu Hospitalizes More Blacks, Hispanics http://bit.ly/2om7uq";;;;"3634704668";https://twitter.com/kjscude/status/3634704668
alexHroz;2009-08-29 23:46;0;0;"Y would I waste myTime telling you about swine flu "vaccine" if it wasn't deadly? 6 of 10 tested lab animals died. http://bit.ly/PZs0x -RT";;;;"3634703531";https://twitter.com/alexHroz/status/3634703531
EducatePlus;2009-08-29 23:45;0;0;"BREAKING REPORT – PAX CANCELLED as “Swine Flu” slams Seattle – Laws... http://cli.gs/QgsPa";;;;"3634689382";https://twitter.com/EducatePlus/status/3634689382
SwineFlu_news;2009-08-29 23:45;0;0;"Charles Robertson: The big questions keeping small investors up at night after this rollercoaster year http://t.love.com/246394593";;;;"3634678441";https://twitter.com/SwineFlu_news/status/3634678441
SwineFluNewsUSA;2009-08-29 23:44;0;0;"Swine flu vaccine will need remuneration program: Expert http://tinyurl.com/m5qtnk #swineflu #h1n1";;;#swineflu #h1n1;"3634672875";https://twitter.com/SwineFluNewsUSA/status/3634672875
SwineFluH1N1_;2009-08-29 23:44;0;0;"It will never happen to me? Swine Flu is too risky: http://bit.ly/MARdR";;;;"3634672293";https://twitter.com/SwineFluH1N1_/status/3634672293
helenbessem;2009-08-29 23:44;0;0;"Staying One Step Ahead of Swine Flu Surge DC Officials Prepare for ... http://bit.ly/mLAxr";;;;"3634668323";https://twitter.com/helenbessem/status/3634668323
huis_Bodegraven;2009-08-29 23:44;0;0;"Fluedo: Health chiefs introduce their latest weapon in the war against swine flu ... a dice game (Daily Mail): When swine http://url4.eu/KlIK";;;;"3634663930";https://twitter.com/huis_Bodegraven/status/3634663930
atra_intelexis;2009-08-29 23:43;0;0;"Mexico May Top 1 Million Swine-Flu Cases, Cordova Tells Reforma http://bit.ly/XOzqz";;;;"3634654572";https://twitter.com/atra_intelexis/status/3634654572
SwineFluNewsIN;2009-08-29 23:43;0;0;"India annals 4 swine flu deaths, fee 87 http://tinyurl.com/mlcgzz #swineflu #h1n1";;;#swineflu #h1n1;"3634653666";https://twitter.com/SwineFluNewsIN/status/3634653666
SwineFluNewsORG;2009-08-29 23:43;0;0;"WHO warns of serious swine flu reports http://tinyurl.com/mx57er #swineflu #h1n1";;;#swineflu #h1n1;"3634653458";https://twitter.com/SwineFluNewsORG/status/3634653458
SwineFluNewsAU;2009-08-29 23:43;0;0;"Swine flu : Fair officials tatter over pigs' health http://tinyurl.com/ksmfrr #swineflu #h1n1";;;#swineflu #h1n1;"3634653062";https://twitter.com/SwineFluNewsAU/status/3634653062
Goofybeverly0;2009-08-29 23:43;0;0;"Baby among swine flu death toll http://bit.ly/NzUvl o_O";;;;"3634644726";https://twitter.com/Goofybeverly0/status/3634644726
Eco_Hive;2009-08-29 23:42;0;0;"Greeley school, health officials offer swine flu prevention tips http://bit.ly/kbZqH";;;;"3634643904";https://twitter.com/Eco_Hive/status/3634643904
dailystarbd;2009-08-29 23:41;0;0;"WHO worried: Swine flu spreads four times faster than other viruses and 40 percent of the fatalities are young a.. http://bit.ly/lcEiN";;;;"3634624942";https://twitter.com/dailystarbd/status/3634624942
mANNYlOCO;2009-08-29 23:41;0;0;"Check this video out - Manny Loco - Da Swine Flu -Official Music Video - Directed by: Vid Arroyo http://bit.ly/ArUH0";;;;"3634623871";https://twitter.com/mANNYlOCO/status/3634623871
4Encouragers;2009-08-29 23:40;0;0;"#Swineflu swine flu government vaccine plan: THE Federal Government's plan to immunise the populati.. http://bit.ly/HBn8s";;;#Swineflu;"3634610314";https://twitter.com/4Encouragers/status/3634610314
swinflunews;2009-08-29 23:40;0;0;"[Video]WARNING! Truth behide Swine flu ! ~ Do NOT take Vaccines! ~ - http://tinyurl.com/km2dsm";;;;"3634597007";https://twitter.com/swinflunews/status/3634597007
bumperboy;2009-08-29 23:37;0;0;"Swine Flu Broward prepares for swine flu outbreak http://bit.ly/o1tcs";;;;"3634563004";https://twitter.com/bumperboy/status/3634563004
bumperboy;2009-08-29 23:37;0;0;"Swine Flu Swine Flu : Colleges Brace for H1N1 Pandemic (Open Talk) » Right ... http://bit.ly/rR2qP";;;;"3634561919";https://twitter.com/bumperboy/status/3634561919
swinefluh1n1;2009-08-29 23:37;0;0;""A/H1N1 Swine Flu (Influenza) Timeline | August 29: Japan (JP): 2 ..." http://tinyurl.com/lmy77h #swineflu #H1N1";;;#swineflu #H1N1;"3634550695";https://twitter.com/swinefluh1n1/status/3634550695
swinefluh1n1;2009-08-29 23:37;0;0;""UPDATED: Korban H1N1, Jumlah Kematian Kini Meningkat 71 orang ..." http://tinyurl.com/lqtn26 #swineflu #H1N1";;;#swineflu #H1N1;"3634548008";https://twitter.com/swinefluh1n1/status/3634548008
SwineFluNewsEU;2009-08-29 23:36;0;0;"Swine Flu Makes Official Return to a Mid-South http://tinyurl.com/nzu5he #swineflu #h1n1";;;#swineflu #h1n1;"3634534820";https://twitter.com/SwineFluNewsEU/status/3634534820
Cheshil;2009-08-29 23:34;0;0;"OH GOD GUYS BIRDS HAVE THE SWINE FLU : http://bit.ly/hmUTN DUCK AND COVER </lol>";;;;"3634513565";https://twitter.com/Cheshil/status/3634513565
SwineFluNewsORG;2009-08-29 23:34;0;0;"Swine flu : dual some-more cases confirmed http://tinyurl.com/m8hvp4 #swineflu #h1n1";;;#swineflu #h1n1;"3634505156";https://twitter.com/SwineFluNewsORG/status/3634505156
news_swine_flu_;2009-08-29 23:32;0;0;"Swine Flu Latest here: http://bit.ly/sS6iI";;;;"3634478475";https://twitter.com/news_swine_flu_/status/3634478475
TheMadScient1st;2009-08-29 23:32;0;0;"Swine Flu A.K.A. 24 hour cold..... seriously.";;;;"3634476610";https://twitter.com/TheMadScient1st/status/3634476610
worldnewsbot;2009-08-29 23:32;0;0;"WHO Warns of Severe Form of Swine Flu Infecting the Young and …: (ChattahBox)---The World health organization is.. http://bit.ly/Vy8UC";;;;"3634471744";https://twitter.com/worldnewsbot/status/3634471744
Indiansamachar;2009-08-29 23:32;0;0;"health news Can ayurveda ward off swine flu ?: At the Mahipalpur, South Delhi outlet of Baba Ramdev's .. http://bit.ly/rIxKK";;;;"3634470460";https://twitter.com/Indiansamachar/status/3634470460
AB_News;2009-08-29 23:30;0;0;"Swine flu spreading rapidly - WHO: Director-general of health agency says virus spreading at an 'unbelievable ra.. http://bit.ly/IwJ5P";;;;"3634444066";https://twitter.com/AB_News/status/3634444066
Swineflu_wires;2009-08-29 23:30;0;0;"New post: Arizona H1N1 swine flu cases jump to 435; (http://cli.gs/WtMd6)";;;;"3634441615";https://twitter.com/Swineflu_wires/status/3634441615
SwineFlu_news;2009-08-29 23:30;0;0;"TV presenter spreads the news on Aids http://t.love.com/246393829";;;;"3634434772";https://twitter.com/SwineFlu_news/status/3634434772
SwineFluNewsNZ;2009-08-29 23:30;0;0;"Schools to stay open among H1N1 resurgence http://tinyurl.com/lue29v #swineflu #h1n1";;;#swineflu #h1n1;"3634433075";https://twitter.com/SwineFluNewsNZ/status/3634433075
SwineFluH1N1_;2009-08-29 23:29;0;0;"The swine flu - H1N1 is a potentially deadly virus. Be prepared: http://bit.ly/MARdR";;;;"3634428528";https://twitter.com/SwineFluH1N1_/status/3634428528
LifeandStyle;2009-08-29 23:29;0;0;"Obesity linked to swine flu deaths http://bit.ly/2B6rMi";;;;"3634420391";https://twitter.com/LifeandStyle/status/3634420391
MikeGarley;2009-08-29 23:27;0;0;"Finished full-time work to focus on my writing........just in time for my wife and baby to get swine flu .";;;;"3634400307";https://twitter.com/MikeGarley/status/3634400307
Amberrrrrox;2009-08-29 23:27;0;0;"it's possible I might have swine :P haha. our school would be talked about alot stoopid tc oh jeebus. we rock! swine flu 09! :P";;;;"3634386287";https://twitter.com/Amberrrrrox/status/3634386287
SwineFluNewsHK;2009-08-29 23:25;0;0;"This Week in Swine Flu : How Many Deaths, Vaccine in Sight";;;;"3634354617";https://twitter.com/SwineFluNewsHK/status/3634354617
SwineFluNewsAU;2009-08-29 23:25;0;0;"H1N1 Flu In Turkeys May Spread http://tinyurl.com/mm4eqj #swineflu #h1n1";;;#swineflu #h1n1;"3634354182";https://twitter.com/SwineFluNewsAU/status/3634354182
