username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
x_tello;2009-09-02 23:55;0;0;"Se establece una 1ª causa para la gran mortalidad por Influenza en México: Mala Atención Primaria. http://bit.ly/uC5F8 #Influenza #AH1N1";;;#Influenza #AH1N1;"3722034544";https://twitter.com/x_tello/status/3722034544
mariacamilita;2009-09-02 23:52;0;0;"@aburrideiror si no me mori de AH1N1 , yo que no me tome ni un dolex..................";;@aburrideiror;;"3721977445";https://twitter.com/mariacamilita/status/3721977445
RodneyGardie;2009-09-02 23:44;0;0;"Raaaaaaaato oliendo a talco!!! VIEJA AH1N1 a las 9!!! O sea cerquita y mi nariz picando ya!!! ;-/";;;;"3721840402";https://twitter.com/RodneyGardie/status/3721840402
freemediaven;2009-09-02 23:43;0;0;"#FreeMediaVe Ascienden a 41 las muertes asociadas a gripe AH1N1 http://url4.eu/MRZV";;;#FreeMediaVe;"3721815952";https://twitter.com/freemediaven/status/3721815952
Alexbot78;2009-09-02 23:34;0;0;"Export.caen 23.5%,Referendo aprobado con pólemica entraría al ojo de Corte 4 meses,Obama en picada,Boyacá:1er muerto por AH1N1 ,U$1=$2,055.90";;;;"3721651293";https://twitter.com/Alexbot78/status/3721651293
globovision;2009-09-02 23:17;0;2;"Gobierno invertirá 25 millones de euros para adquirir vacunas contra gripe AH1N1 http://bit.ly/106Re1";;;;"3721351063";https://twitter.com/globovision/status/3721351063
ComedyPosts;2009-09-02 23:07;0;0;"Can't believe AH1N1 is on trending topics...";;;;"3721177793";https://twitter.com/ComedyPosts/status/3721177793
EduardoND;2009-09-02 23:07;0;0;"Confirman 41 fallecimientos a causa del virus AH1N1 en Venezuela http://bit.ly/ZWCy1 #freemediave";;;#freemediave;"3721172433";https://twitter.com/EduardoND/status/3721172433
surnoticias;2009-09-02 22:26;0;0;"Alarmante incremento de niños con gripe AH1N1 en La Paz http://www.canalsur.com/";;;;"3720426186";https://twitter.com/surnoticias/status/3720426186
domenico94;2009-09-02 21:58;0;0;"jajajaja i cant believe that there is people still talkin about ah1n1";;;;"3719895607";https://twitter.com/domenico94/status/3719895607
CaracolRadio;2009-09-02 21:40;0;0;"[ Escuche ] Confirman primera muerte por el virus AH1N1 en el departamento de Boyacá http://bit.ly/4iu9F9";;;;"3719565579";https://twitter.com/CaracolRadio/status/3719565579
