username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Peru21pe;2009-09-14 22:54;0;0;"Nota sobre la situación actual de la gripe AH1N1 en el país. http://bit.ly/3W7IjH";;;;"3990800266";https://twitter.com/Peru21pe/status/3990800266
capibar;2009-09-14 22:21;0;1;"Tapabocas y Gripe AH1N1 http://urlcorta.es/bqg";;;;"3990150789";https://twitter.com/capibar/status/3990150789
telenoticias7;2009-09-14 22:21;0;0;"Vea la llegada de la antorcha a Cartago, pruebas de vacunas contra AH1N1 y especial sobre casa embrujada en Guanacaste: Telenoticias 7 p.m.";;;;"3990139765";https://twitter.com/telenoticias7/status/3990139765
Peru21pe;2009-09-14 21:43;0;0;"Doce personas han fallecido en la última semana en el Perú por la gripe AH1N1 .";;;;"3989384343";https://twitter.com/Peru21pe/status/3989384343
drbn175;2009-09-14 21:41;0;0;"La influenza AH1N1 terminara por convertirse en la influenza estacional, asi que sera mejor que empecemos a hacernos inmunes...";;;;"3989336284";https://twitter.com/drbn175/status/3989336284
CaracolRadio;2009-09-14 21:39;0;0;"[ Escuche ] Colombia espera valoración de la OPS para adquirir vacuna contra el virus AH1N1 http://bit.ly/2UlxDk";;;;"3989295568";https://twitter.com/CaracolRadio/status/3989295568
Diario_Libre;2009-09-14 21:14;0;0;"Muertos por gripe AH1N1 ascienden a 17, según Salud Pública http://bit.ly/hbTNw";;;;"3988789262";https://twitter.com/Diario_Libre/status/3988789262
abloph;2009-09-14 21:06;0;0;"la vacuna ah1n1 que probarán está hecha de paté de ternera.";;;;"3988628617";https://twitter.com/abloph/status/3988628617
miguelml;2009-09-14 21:05;0;0;"Un virus recorre internet escondido en 1 e-mail sobre la gripe AH1N1 adjuntando 1 troyano http://tinyurl.com/mgnrbk";;;;"3988622256";https://twitter.com/miguelml/status/3988622256
AndreaObaid;2009-09-14 21:03;0;0;"Chile realizará ensayos clínicos con vacuna AH1N1 en niños y jóvenes http://tinyurl.com/ndge2j";;;;"3988581331";https://twitter.com/AndreaObaid/status/3988581331
alexval;2009-09-14 21:03;0;0;"Ni terremoto, ni granizo ni AH1N1 , el peor de Venezuela está en Miraflores!!!!! (via @MariaAleLopez )";;@MariaAleLopez;;"3988578760";https://twitter.com/alexval/status/3988578760
Vozpopuli;2009-09-14 20:52;0;0;"1.126 es la nueva cifra de contagios por AH1N1 http://7ax.de/sby";;;;"3988344053";https://twitter.com/Vozpopuli/status/3988344053
larepublica_pe;2009-09-14 20:51;0;0;"por confirmar: Presidente Regional habría contraído gripe AH1N1";;;;"3988329268";https://twitter.com/larepublica_pe/status/3988329268
Tecnomovida;2009-09-14 20:23;0;0;"Nuevo Post en Tecnomovida: Cuidado con lo que leas por email sobre el AH1N1 (http://cli.gs/HmTTD)";;;;"3987757750";https://twitter.com/Tecnomovida/status/3987757750
venpublica;2009-09-14 19:18;0;0;"Confirman brote AH1N1 en Fuerte Tiuna: por GUERRILLA URBANA (Publicado Lun, 14 Sep 2009 14:15:56 GMT)Quote:y que.. http://bit.ly/3CQ09";;;;"3986455481";https://twitter.com/venpublica/status/3986455481
Gripe_porcina;2009-09-14 19:17;0;0;"Muere en Málaga una mujer de 33 años por gripe A, neumonía y obesidad (abc.es): AND-GRIPE AH1N1 Muere en Málaga .. http://bit.ly/cYHL9";;;;"3986436985";https://twitter.com/Gripe_porcina/status/3986436985
the_Mau;2009-09-14 19:16;0;0;"@GamaSoriano no wey, influenza AH1N1 o HLNL como diria tu tia elba";;@GamaSoriano;;"3986423900";https://twitter.com/the_Mau/status/3986423900
reginapoulain;2009-09-14 19:15;0;0;"AH1N1 , chito papá.";;;;"3986385683";https://twitter.com/reginapoulain/status/3986385683
freemediaven;2009-09-14 18:58;0;0;"#FreeMediaVe OMS informó que sólo 40 % de casos graves y muertes por AH1N1 corresponde a personas sanas http://url4.eu/R5qN";;;#FreeMediaVe;"3986066697";https://twitter.com/freemediaven/status/3986066697
Peru21pe;2009-09-14 18:26;0;0;"El 40% de las muertes por la gripe AH1N1 se dio en personas sanas. http://bit.ly/OzsgG";;;;"3985439539";https://twitter.com/Peru21pe/status/3985439539
mchowlee;2009-09-14 18:19;0;0;"RT @ElNacionalWeb Un virus recorre internet escondido en un e-mail sobre la gripe AH1N1 http://tinyurl.com/qnqzo2";;@ElNacionalWeb;;"3985318637";https://twitter.com/mchowlee/status/3985318637
venpublica;2009-09-14 18:07;0;0;"Confirman brote AH1N1 en Fuerte Tiuna: por MOD1 (Publicado Lun, 14 Sep 2009 13:24:43 GMT)Confirman brote AH1N1 e.. http://bit.ly/4nHvnR";;;;"3985087444";https://twitter.com/venpublica/status/3985087444
carlos1cd;2009-09-14 17:58;0;0;"@cristel_ad Adammomania... eso se mata con Baygon! o Tamiflu o es tan dañina con la Gripe AH1N1";;@cristel_ad;;"3984910383";https://twitter.com/carlos1cd/status/3984910383
CaracolRadio;2009-09-14 17:55;0;0;"Colombia espera valoración de la OPS para adquirir vacuna contra el virus AH1N1 http://bit.ly/gQYrF";;;;"3984858012";https://twitter.com/CaracolRadio/status/3984858012
NestorVenegas;2009-09-14 17:53;0;0;"Nueva variante del virus AH1N1 (ch4-v3z) ya es pandemia en ecuador, bolivia, nicaragua";;;;"3984819954";https://twitter.com/NestorVenegas/status/3984819954
NotiSalud;2009-09-14 17:46;0;0;"Inmunes al Tamiflu: Ya son 23 los casos de personas con AH1N1 que son resistentes a los efectos del antiviral Tamiflu www.notisalud.com.ve";;;;"3984681843";https://twitter.com/NotiSalud/status/3984681843
iLivingSoul;2009-09-14 17:45;0;0;"RT @Desperate_Moon : Me acaban de decir que en hospitales del DF cada vez hay más casos de influenza AH1N1 (Info directa de Dr) #influenza";;@Desperate_Moon;#influenza;"3984668102";https://twitter.com/iLivingSoul/status/3984668102
jorgeluisr;2009-09-14 17:45;0;0;"Que ladilla con la gente paranoica. Ahora uno no puede stornudar por q te ven como q leproso. #ah1n1";;;#ah1n1;"3984664949";https://twitter.com/jorgeluisr/status/3984664949
NotiSalud;2009-09-14 17:42;0;0;"Cero besos: MinSalud Francia recomienda evitar saludarse o despedirse con un beso para evitar el contagio de la AH1N1 www.notisalud.com.ve";;;;"3984618566";https://twitter.com/NotiSalud/status/3984618566
Neon;2009-09-14 17:41;0;0;"@zeitan es por la situacion en maturin con la AH1N1 http://myloc.me/DAFL";;@zeitan;;"3984597724";https://twitter.com/Neon/status/3984597724
pedro_php;2009-09-14 17:25;0;0;"Recomendados por pediatra y escuela, precticamos uso de mascarilla con mi hija; evitemos de #AH1N1 #Honduras http://mypict.me/DA9P";;;#AH1N1 #Honduras;"3984289360";https://twitter.com/pedro_php/status/3984289360
MORENA_PC;2009-09-14 16:44;0;0;"Nadie ha Hablado sobre la gran Capacidad de Contagio de aH1N1 que tenemos TODOS al USAR Y MANEJAR DINERO";;;;"3983499861";https://twitter.com/MORENA_PC/status/3983499861
eddie_e65;2009-09-14 16:35;0;0;"#nomaschavez Confirman brote de gripe AH1N1 en Fuerte Tiuna http://url4.eu/R3Cz";;;#nomaschavez;"3983329145";https://twitter.com/eddie_e65/status/3983329145
pemart;2009-09-14 16:24;0;0;"Arma biológica para cuando venga el imperio @codigovenezuela : AH1N1 en los cuarteles - http://bit.ly/1bn1NE";;@codigovenezuela;;"3983105006";https://twitter.com/pemart/status/3983105006
rsucre;2009-09-14 16:23;0;0;""Confirman brote de gripe AH1N1 en Fuerte Tiuna". Curioso, arrancan clases, y no se sugiere nada de prevenc. sólo la "III guerra mundial"..";;;;"3983084149";https://twitter.com/rsucre/status/3983084149
Esparzari;2009-09-14 16:19;0;0;"Brote de AH1N1 en Fuerte Tiuna, controlado: http://bit.ly/1aXI2o";;;;"3983013002";https://twitter.com/Esparzari/status/3983013002
CodigoVenezuela;2009-09-14 16:19;0;0;"AH1N1 en los cuarteles - http://bit.ly/1bn1NE";;;;"3983000390";https://twitter.com/CodigoVenezuela/status/3983000390
cubablogfeed;2009-09-14 16:14;0;0;"#cuba Confirman brote de gripe AH1N1 en Fuerte Tiuna: ND.- La viceministra de Salud, Indira Corao, con.. http://bit.ly/qZNYa cuba";;;#cuba;"3982909288";https://twitter.com/cubablogfeed/status/3982909288
abuepape;2009-09-14 16:05;0;0;"RT @noticiasvenezue : Confirman brote d gripe AH1N1 en FTTiuna:ND.- La vicem Salud, IndiraCorao, confirmó un brote d.. http://bit.ly/2fSS7X";;@noticiasvenezue;;"3982738044";https://twitter.com/abuepape/status/3982738044
RubenBolivar;2009-09-14 15:48;0;0;"En el hospital me repiten exámenes a ver como evoluciona mi gripe #ah1n1";;;#ah1n1;"3982400452";https://twitter.com/RubenBolivar/status/3982400452
roko;2009-09-14 15:39;0;0;"MAÑANA TAMBIÉN VA A HABER FILTRO SANITARIO por aca depsues de los 9 casos confirmados de AH1N1";;;;"3982219637";https://twitter.com/roko/status/3982219637
ClaudiaShelley;2009-09-14 15:32;0;0;"RT @Jorgesoldevila : Dice Secretario de Salud que la vacuna contra el AH1N1 que fabrica China... No es pirata. ...... jajajajjajajajaj";;@Jorgesoldevila;;"3982093790";https://twitter.com/ClaudiaShelley/status/3982093790
acianela;2009-09-14 15:30;0;0;"Gripe AH1N1 : Según OMS hay más muertes y afectados entre adultos aparentemente sanos http://bit.ly/2l7mt";;;;"3982061696";https://twitter.com/acianela/status/3982061696
anthoromero;2009-09-14 15:28;0;0;"Mosca con eso! RT @ElNacionalWeb : Un virus recorre internet escondido en un e-mail sobre la gripe AH1N1 http://tinyurl.com/qnqzo2";;@ElNacionalWeb;;"3982020964";https://twitter.com/anthoromero/status/3982020964
docmiguel;2009-09-14 15:28;0;0;"RT @Darkdarky : Se esconde EPIDEMIA q existe.. RT @Jogreg : Caso AH1N1 hay + casos y no lo sabemos o nuestro virus es el + mortal d todos";;@Darkdarky @Jogreg;;"3982013882";https://twitter.com/docmiguel/status/3982013882
ysrraelcamero;2009-09-14 15:27;0;0;"RT @Jogreg : Interesante: única manera d q la mortalidad por AH1N1 en Vzuela cuadre cn el rsto del mundo, es q haya subregistro de casos";;@Jogreg;;"3981991049";https://twitter.com/ysrraelcamero/status/3981991049
